track_id,est_bpm,brightness,energy_rms,percussiveness
136886584,123.05,3016.24,0.27309,0.12356
224027443,123.05,2530.71,0.26037,0.09241
38150899,129.2,2132.01,0.22927,0.09625
77692325,123.05,1594.02,0.20628,0.04475
100735954,117.45,2617.75,0.18729,0.10353
159815235,117.45,2366.53,0.34367,0.1001
78204012,117.45,1830.02,0.29837,0.07007
128458373,117.45,2139.35,0.19215,0.08221
50356953,123.05,1592.86,0.29807,0.04799
179319473,117.45,2248.73,0.25391,0.0808
194088047,117.45,1877.93,0.27291,0.06415
229164520,117.45,2537.88,0.27233,0.09071
33414587,129.2,2238.98,0.27609,0.07983
118205004,123.05,2303.25,0.25688,0.08107
55298810,117.45,2163.29,0.12992,0.08456
199193425,123.05,2112.24,0.22698,0.08399
28420848,123.05,2785.49,0.25662,0.12216
252535863,123.05,1789.04,0.24397,0.04838
81703914,86.13,2508.29,0.22749,0.08699
248912981,123.05,2712.59,0.23035,0.11096
230406395,123.05,1731.26,0.26403,0.05827
197250719,123.05,2295.48,0.23803,0.0793
27035989,123.05,2202.05,0.24997,0.07815
177301555,123.05,2713.42,0.25288,0.10841
