track_id,est_bpm,brightness,energy_rms,percussiveness
212871249,123.05,2748.92,0.22902,0.12071
106650580,129.2,1884.1,0.21158,0.06489
248351326,123.05,2654.63,0.30125,0.1032
23367581,123.05,2515.35,0.23148,0.08592
18023415,123.05,2627.22,0.17526,0.09769
56503094,123.05,2322.17,0.23898,0.0933
215778266,123.05,2223.1,0.25545,0.0875
93188713,123.05,2170.53,0.23392,0.08806
35628993,129.2,2129.96,0.32923,0.0703
42278171,117.45,1916.28,0.20101,0.05538
12653221,123.05,2615.57,0.25948,0.0948
248602440,129.2,2066.95,0.27841,0.08251
242349126,117.45,3024.83,0.18929,0.10412
107526084,161.5,2408.58,0.30459,0.07509
240475802,123.05,2797.98,0.20517,0.09656
133224572,129.2,2137.52,0.37734,0.07338
71613578,129.2,2280.83,0.31245,0.07242
73971001,123.05,2045.34,0.21735,0.09771
57897244,123.05,2801.8,0.2306,0.12897
19355282,123.05,2234.22,0.21962,0.08575
463280,117.45,2168.55,0.2626,0.05235
160576698,129.2,2387.15,0.33453,0.08984
209325185,129.2,2663.99,0.22644,0.12839
134776081,129.2,2281.59,0.28963,0.08665
135097713,129.2,1937.37,0.29078,0.06554
233676546,129.2,2942.81,0.27353,0.10665
98699266,129.2,2770.65,0.30008,0.10715
170874970,129.2,2767.17,0.32266,0.09943
25429808,129.2,2646.32,0.29901,0.08846
171792051,136.0,2693.55,0.31273,0.11531
188208358,129.2,2631.39,0.37168,0.10041
111286918,107.67,2072.69,0.07464,0.10865
113214092,129.2,2424.13,0.22558,0.1039
131331405,123.05,2323.59,0.29609,0.09779
59113873,129.2,3129.05,0.26441,0.1345
8874392,129.2,2131.34,0.35308,0.08143
157691004,129.2,2354.2,0.34749,0.09156
38763726,123.05,2323.14,0.3134,0.06882
105369000,129.2,2563.73,0.24268,0.10304
109078082,129.2,1958.32,0.18976,0.07716
108979548,129.2,2868.53,0.28883,0.11757
144285096,129.2,2844.85,0.29652,0.10884
142849912,129.2,2497.16,0.30196,0.08907
61697933,129.2,2149.89,0.30412,0.08933
91178283,129.2,2660.33,0.25883,0.1202
153146889,129.2,2631.06,0.27521,0.09469
35503374,123.05,2543.13,0.23876,0.08644
240407035,123.05,2625.01,0.22669,0.10835
99566874,117.45,1964.28,0.26286,0.06667
176332567,123.05,2761.0,0.2502,0.11757
117217408,123.05,2346.78,0.28912,0.09665
209039596,123.05,2926.66,0.26371,0.1341
239344454,123.05,1459.66,0.20228,0.04969
94306515,117.45,2251.67,0.2363,0.086
57379610,123.05,2330.09,0.29328,0.0768
236935355,123.05,2090.2,0.20716,0.08272
52068627,117.45,2430.81,0.30044,0.0878
50624962,117.45,2477.09,0.2404,0.09348
133631966,123.05,2058.98,0.26713,0.05968
44805669,161.5,2446.62,0.27989,0.09324
213804625,117.45,2107.5,0.23159,0.05696
27540260,123.05,1706.27,0.32254,0.05688
243413737,129.2,1677.8,0.29331,0.05868
114245014,123.05,2892.93,0.29854,0.12012
31079750,123.05,2521.42,0.21032,0.11879
249879332,123.05,2522.06,0.23784,0.09334
202888423,123.05,2443.97,0.24901,0.09794
14725902,117.45,1928.44,0.17103,0.07472
47151936,123.05,1854.4,0.22903,0.05779
225413496,123.05,3257.25,0.24614,0.14912
81386821,123.05,2985.49,0.2664,0.12492
76387635,123.05,3695.31,0.24901,0.1562
132889915,123.05,2669.49,0.28784,0.08765
197977134,95.7,2594.98,0.29598,0.0703
209106842,117.45,1594.39,0.31444,0.05101
174883447,117.45,2425.14,0.27753,0.09147
41493527,117.45,2983.11,0.26233,0.10134
161893302,123.05,1988.64,0.23558,0.07053
143078066,161.5,2172.47,0.20019,0.06897
238836646,123.05,2086.81,0.24822,0.07793
160362034,136.0,2739.82,0.26222,0.12629
91018305,123.05,2289.92,0.22677,0.10049
114793917,129.2,2580.56,0.2892,0.10081
184464568,129.2,3167.27,0.28508,0.13603
71922239,129.2,3112.79,0.28223,0.14185
141839941,129.2,2327.58,0.35208,0.08212
52977917,129.2,3169.73,0.24741,0.13739
59497179,129.2,2628.36,0.32713,0.09045
68343641,123.05,2409.51,0.3618,0.05857
123978819,129.2,2742.98,0.27119,0.12274
87931395,129.2,2447.13,0.33435,0.09094
46214076,123.05,2849.04,0.17388,0.08183
258478720,129.2,2374.18,0.23295,0.10568
138490302,123.05,2768.73,0.27308,0.11396
15607464,123.05,2677.64,0.20443,0.11978
3794367,123.05,2467.04,0.22057,0.12643
154934684,123.05,2095.04,0.3033,0.0659
5765082,123.05,1972.58,0.22945,0.07376
224928810,123.05,2614.42,0.17021,0.08526
171327685,123.05,2724.31,0.292,0.07927
202301441,123.05,2941.08,0.24412,0.09043
94297454,123.05,1857.22,0.2386,0.06344
134688480,123.05,2659.74,0.23367,0.09361
208479240,123.05,2646.47,0.21775,0.09492
101931247,123.05,2421.21,0.21529,0.07281
146572734,123.05,2324.36,0.25975,0.08535
85725657,123.05,2166.64,0.30416,0.06738
263475807,123.05,2413.23,0.23386,0.06582
27037124,123.05,2123.65,0.23657,0.07064
152467591,123.05,2476.88,0.24872,0.10462
168281208,129.2,2919.84,0.28349,0.1272
228398637,123.05,2329.43,0.21467,0.0931
113118036,117.45,2243.08,0.21691,0.08177
89686535,123.05,2338.36,0.18505,0.11481
5843031,123.05,3212.79,0.27617,0.13408
46767441,123.05,2890.85,0.26896,0.12311
204347585,129.2,2818.38,0.23181,0.14018
182415102,89.1,2529.99,0.33588,0.07778
177602965,129.2,2830.11,0.3119,0.13105
19817364,129.2,2950.42,0.35587,0.12159
118950843,129.2,2617.61,0.28597,0.10008
110317642,136.0,2542.3,0.41372,0.09122
125232718,129.2,2074.35,0.35437,0.07024
3426302,123.05,3077.56,0.27561,0.14517
119898356,129.2,2997.39,0.25265,0.12426
255874068,129.2,2947.71,0.25358,0.11095
165515484,129.2,2562.41,0.30105,0.10573
99294778,123.05,2844.57,0.25289,0.12938
209210270,129.2,2815.73,0.26679,0.13718
13434458,129.2,2584.61,0.29126,0.08955
253001568,123.05,2692.22,0.29786,0.12051
53761201,123.05,2708.95,0.30484,0.11933
43724815,129.2,2210.05,0.39821,0.07444
161598174,123.05,2753.23,0.26912,0.11356
150359082,129.2,3455.98,0.21964,0.14762
89817099,95.7,1655.03,0.29942,0.04166
150508670,123.05,2469.37,0.23056,0.0948
176381145,123.05,1907.28,0.28685,0.05056
25956458,123.05,1998.5,0.25739,0.04828
255574226,129.2,3563.15,0.22416,0.17872
160804594,123.05,2868.95,0.28454,0.12375
147889591,123.05,1645.21,0.3172,0.04257
261645178,123.05,1692.64,0.33873,0.05483
139153221,123.05,1620.79,0.35475,0.04396
172232876,123.05,1420.56,0.3293,0.0482
119485285,123.05,2128.89,0.24017,0.06493
79960464,129.2,2449.54,0.21774,0.08579
187594812,129.2,3051.25,0.2556,0.13996
254047653,117.45,1880.74,0.24407,0.05695
19610148,129.2,2458.16,0.31718,0.0823
46116827,123.05,2678.49,0.34021,0.09628
118196522,123.05,1742.42,0.23656,0.07507
237346774,117.45,2360.09,0.26333,0.09387
252864332,123.05,3720.82,0.23543,0.17299
88449160,123.05,2216.9,0.24795,0.07346
160768501,123.05,2454.15,0.26505,0.10572
93957003,123.05,2411.63,0.27544,0.09835
146854693,129.2,1375.61,0.24576,0.0633
195778073,123.05,1544.72,0.15843,0.06065
62373734,123.05,2969.7,0.14268,0.10826
66522925,123.05,2681.74,0.24754,0.11249
118430264,123.05,1510.97,0.15096,0.06214
268072473,99.38,2524.3,0.21775,0.09635
49901360,123.05,2257.39,0.24177,0.08495
140118340,161.5,2688.48,0.28154,0.11221
159271315,123.05,2618.77,0.23512,0.10904
15537941,123.05,2652.61,0.34413,0.10236
86820374,123.05,2448.79,0.20365,0.08092
59572636,123.05,2738.99,0.2668,0.09175
263438672,117.45,2983.51,0.19851,0.10797
77628112,123.05,3633.0,0.20736,0.16419
215783747,129.2,2960.64,0.31471,0.11648
119898597,129.2,1735.69,0.31832,0.04998
83511243,123.05,2923.79,0.21919,0.12466
59508133,123.05,2766.19,0.26333,0.11356
146524674,123.05,2276.25,0.25875,0.08518
242023954,123.05,3145.55,0.21849,0.13492
185224156,123.05,2759.38,0.29474,0.09204
89687874,123.05,2489.71,0.23617,0.08339
157023290,123.05,2982.78,0.2939,0.13238
214705963,123.05,2630.14,0.33778,0.08265
223587183,123.05,3676.75,0.26114,0.14703
222156954,129.2,2650.63,0.3739,0.08668
129335396,129.2,2625.16,0.32233,0.10731
73952685,123.05,2275.17,0.21509,0.10488
154156195,117.45,2216.03,0.22333,0.0817
73753927,161.5,1807.83,0.21342,0.0687
243514476,123.05,2621.29,0.26707,0.09531
119199249,129.2,2769.59,0.23343,0.11906
114523829,123.05,3743.21,0.21891,0.14514
161178518,123.05,2949.2,0.27156,0.13288
166183156,123.05,2338.35,0.24521,0.078
92148460,123.05,2695.81,0.30105,0.09132
2280598,123.05,2050.49,0.33469,0.05961
216831915,123.05,2541.18,0.22537,0.10257
168069709,129.2,2370.14,0.32023,0.07979
156815106,129.2,2520.94,0.28327,0.0983
204551954,123.05,3099.87,0.24193,0.12595
204519751,129.2,2371.36,0.22397,0.09263
199861867,123.05,2952.36,0.22111,0.12766
112739257,123.05,2413.46,0.33022,0.09315
39012923,129.2,2571.47,0.2678,0.10811
84217697,129.2,3012.48,0.32327,0.1124
143904983,123.05,3262.07,0.24684,0.16548
90795647,123.05,2550.67,0.30712,0.08933
41875096,123.05,3411.04,0.31373,0.16001
118095130,117.45,2090.76,0.24723,0.0615
206569433,136.0,1981.86,0.25888,0.08276
71278956,123.05,3157.05,0.24066,0.15155
178214778,123.05,3270.13,0.22847,0.12749
30086504,129.2,2730.59,0.26806,0.10801
267007171,129.2,2876.66,0.29468,0.12686
4579764,123.05,2252.12,0.18857,0.10251
128799295,123.05,1061.13,0.40777,0.02327
224182125,129.2,1118.31,0.25252,0.02719
80180305,129.2,2390.48,0.22857,0.08563
79916936,129.2,1942.86,0.29083,0.06578
115576152,123.05,2325.15,0.27516,0.08937
209728627,123.05,2948.0,0.28248,0.1273
151381592,83.35,1985.51,0.19381,0.07799
77487892,129.2,2429.34,0.30107,0.09712
56781785,123.05,2555.08,0.28975,0.09132
45423917,129.2,3148.02,0.31654,0.13986
242269709,123.05,2305.25,0.31728,0.09886
36009553,123.05,2978.25,0.19031,0.13699
77334678,129.2,2771.75,0.23426,0.12657
212069772,161.5,2585.72,0.3128,0.09638
263031453,123.05,2524.43,0.2944,0.09005
165292919,123.05,3370.9,0.16218,0.1629
196067845,117.45,2291.17,0.3326,0.06095
123683969,123.05,1898.19,0.22814,0.07019
38743407,129.2,2635.06,0.24989,0.08154
183974978,129.2,3234.95,0.28554,0.14691
156472310,123.05,2828.23,0.34713,0.11419
196939298,129.2,2232.1,0.24908,0.08398
105059692,123.05,1544.66,0.14247,0.06385
36536833,123.05,2362.49,0.22924,0.07276
195153413,123.05,1900.3,0.29262,0.06187
71814433,129.2,2682.83,0.21036,0.13432
100563969,123.05,3228.95,0.2359,0.17719
178081926,129.2,2600.42,0.2792,0.11694
95548982,123.05,3375.94,0.28327,0.17608
74854413,123.05,3250.55,0.23605,0.14922
159043123,129.2,2959.09,0.25097,0.14608
225188749,123.05,2201.18,0.30891,0.08734
88435599,123.05,3203.98,0.26156,0.18165
208944691,129.2,2881.51,0.21402,0.15254
250304508,129.2,2272.49,0.29091,0.09463
191102203,123.05,1772.4,0.22223,0.05821
233089750,123.05,3386.19,0.27966,0.17312
254602569,123.05,2714.4,0.30123,0.12625
199697545,129.2,2670.27,0.33823,0.09219
102563966,129.2,2804.73,0.25092,0.11023
80274059,129.2,2843.64,0.19169,0.15003
2038215,129.2,1402.57,0.30462,0.04167
107076314,123.05,2898.89,0.22888,0.13605
183475937,129.2,2356.36,0.23773,0.09072
253294846,123.05,2426.45,0.30262,0.08543
240164736,123.05,2328.07,0.26777,0.07837
111810686,129.2,2227.89,0.25356,0.08626
169764009,123.05,2200.66,0.27678,0.07509
235591775,123.05,2839.69,0.25899,0.11709
207969254,123.05,2544.89,0.25053,0.09021
119828817,123.05,2234.12,0.22091,0.0783
10281957,129.2,2202.38,0.30777,0.0675
249344173,123.05,2533.6,0.2294,0.07028
220770513,83.35,2422.47,0.30843,0.08892
253115995,123.05,2388.25,0.30624,0.07819
204915657,129.2,2690.6,0.28592,0.09203
166796315,123.05,3594.36,0.31566,0.1784
247707834,123.05,2228.71,0.28019,0.08464
257972293,123.05,2583.49,0.27177,0.08389
149354739,123.05,2163.06,0.31409,0.06889
198623605,129.2,2912.68,0.25037,0.15256
149967126,129.2,3439.61,0.22671,0.1966
155411851,129.2,3022.28,0.3629,0.13121
57711132,129.2,2442.77,0.31547,0.0887
214557507,123.05,2370.14,0.232,0.08952
131343499,129.2,2791.75,0.28374,0.11765
167922251,129.2,2988.08,0.25219,0.1561
242754656,129.2,3063.14,0.29603,0.14348
136153776,129.2,2032.83,0.34396,0.06693
24467495,117.45,2138.36,0.29595,0.06914
42198577,129.2,2450.9,0.1758,0.10003
72684890,123.05,1796.66,0.20818,0.04512
104090890,123.05,2367.29,0.28102,0.08046
211166336,123.05,2463.32,0.30954,0.09359
212714240,129.2,2833.22,0.18754,0.12152
2406344,123.05,2151.82,0.29551,0.07356
65705534,129.2,3075.48,0.29859,0.14045
121361510,129.2,2877.6,0.2201,0.11473
158209004,123.05,2683.92,0.27166,0.10519
77061545,129.2,2552.03,0.26795,0.10463
222271420,123.05,2816.01,0.26841,0.10213
247002064,129.2,2545.66,0.28875,0.08303
150187730,129.2,2585.63,0.22984,0.11837
140666222,129.2,3361.09,0.2398,0.15387
160513861,136.0,3302.96,0.26453,0.13092
240427803,123.05,2280.64,0.18361,0.09358
2682113,123.05,2746.91,0.19869,0.10302
144081188,123.05,2840.69,0.27083,0.09909
225178428,129.2,2633.03,0.32908,0.08911
156696104,123.05,2291.16,0.33526,0.09064
155399227,123.05,2439.97,0.22641,0.08019
194695883,129.2,3100.6,0.24948,0.12581
140079725,117.45,2131.81,0.18865,0.07736
192671898,123.05,2165.66,0.20811,0.06558
252071809,123.05,2457.19,0.26502,0.09876
21807889,123.05,2718.39,0.16671,0.09898
124204250,123.05,1845.69,0.26127,0.06862
69347494,129.2,3421.78,0.21714,0.18563
641813,123.05,2177.13,0.2274,0.08346
76546426,123.05,3314.5,0.16863,0.14692
82349167,123.05,3211.88,0.30647,0.1561
239510533,123.05,1720.61,0.34128,0.05068
455659,123.05,2571.26,0.26024,0.10813
15244833,123.05,1954.86,0.19571,0.07315
80215631,123.05,2441.09,0.26901,0.0696
37031601,123.05,1813.68,0.1267,0.07437
183550545,123.05,2791.08,0.22206,0.11146
162798517,161.5,2673.95,0.25364,0.11481
195073171,123.05,2490.08,0.21828,0.11555
129938594,123.05,2446.41,0.2314,0.08196
146612048,129.2,2997.98,0.28915,0.11613
166794903,123.05,2121.57,0.23534,0.07454
179364461,123.05,2394.43,0.21748,0.08745
154589639,117.45,2309.7,0.21124,0.07247
16331052,123.05,2474.41,0.25219,0.09664
248019531,123.05,2052.33,0.25887,0.06139
158434562,123.05,3162.59,0.28195,0.10204
180368914,83.35,2501.34,0.31032,0.08376
135848849,123.05,2547.84,0.31095,0.08102
118139257,129.2,2890.61,0.25789,0.12035
247034330,123.05,2902.0,0.2104,0.11498
46372124,123.05,2905.38,0.26507,0.09619
125060048,123.05,2068.07,0.26027,0.05832
22378055,123.05,2100.87,0.20382,0.06419
4079904,129.2,3023.25,0.24699,0.1246
38349367,123.05,1803.61,0.32826,0.05953
135925241,117.45,2701.41,0.23305,0.1436
33345586,123.05,1913.83,0.18236,0.08502
82979075,123.05,2818.52,0.25741,0.09392
75214148,123.05,2673.46,0.30994,0.09369
12748451,123.05,2275.16,0.18452,0.07635
125469590,123.05,2926.35,0.21111,0.12647
71468851,123.05,3169.26,0.25056,0.12436
76623606,129.2,2644.91,0.24956,0.09718
43640144,129.2,2430.11,0.41817,0.07444
53966869,129.2,2455.13,0.34848,0.08132
8402906,129.2,2711.02,0.22341,0.11199
12897155,123.05,3013.99,0.19144,0.14125
82650425,129.2,2353.91,0.26948,0.07351
233611986,123.05,2839.13,0.20318,0.10999
132324990,129.2,1482.39,0.19836,0.05351
106326976,123.05,1825.35,0.24548,0.04947
239807540,123.05,2792.13,0.31579,0.12587
143698711,123.05,2193.04,0.21976,0.08702
81046555,123.05,2808.72,0.16128,0.11275
6607605,123.05,2413.49,0.26061,0.08334
178484117,123.05,1630.55,0.30024,0.06386
207424738,117.45,2205.07,0.21848,0.09218
169342932,123.05,2442.86,0.24731,0.08462
39696245,123.05,3332.8,0.20434,0.15959
49527132,123.05,2579.41,0.23394,0.11329
145713560,123.05,1337.81,0.10168,0.06354
234260653,117.45,2177.46,0.19498,0.07754
82976561,123.05,1914.41,0.23812,0.06146
59270314,117.45,2982.7,0.25759,0.10355
170932854,123.05,1607.08,0.20943,0.05557
219640776,123.05,2293.12,0.26964,0.05745
256757929,123.05,2035.28,0.28208,0.06054
72100401,123.05,2464.54,0.28932,0.08888
123886771,123.05,2099.16,0.21782,0.06589
179866548,123.05,1618.64,0.26582,0.05033
84089300,123.05,2682.11,0.25499,0.10334
214323948,123.05,1898.09,0.25443,0.06997
39407017,129.2,1872.62,0.20611,0.06329
19684743,123.05,2450.1,0.25732,0.08346
251052822,123.05,1922.68,0.2116,0.05622
115127812,123.05,2458.13,0.22463,0.09238
8650069,123.05,1775.34,0.29204,0.04287
78295264,123.05,2605.62,0.20999,0.10325
162077162,123.05,2632.66,0.2347,0.09598
101214061,123.05,2043.58,0.24992,0.07701
93616156,123.05,2408.87,0.28634,0.08166
256633248,123.05,1961.57,0.25277,0.06536
60108542,123.05,1628.14,0.22137,0.06132
54398102,123.05,2429.91,0.20055,0.10224
248064166,129.2,2784.16,0.27588,0.13254
52745328,129.2,2522.7,0.31685,0.09747
268174253,123.05,2660.55,0.18828,0.12937
41836468,129.2,2252.34,0.34913,0.07414
12927830,123.05,2651.11,0.17182,0.11332
215701081,123.05,1916.05,0.23987,0.07117
11357064,123.05,2478.01,0.29015,0.0865
123189587,123.05,2388.06,0.24304,0.09504
134905033,123.05,2161.1,0.17925,0.07914
69026571,123.05,2334.39,0.29594,0.07516
6392979,123.05,2205.81,0.30322,0.05248
52107986,123.05,2534.16,0.20774,0.09529
177310571,123.05,2831.72,0.27731,0.10541
45354378,123.05,2283.01,0.20712,0.06516
229294733,123.05,2751.73,0.19997,0.09264
74607802,123.05,3207.75,0.19409,0.13874
111662729,129.2,2027.49,0.23632,0.05207
19014156,123.05,2448.33,0.2517,0.08491
120385804,129.2,1912.66,0.30075,0.0444
70953376,123.05,2504.99,0.25405,0.09426
89119560,117.45,2156.01,0.23697,0.05391
3335562,117.45,2170.51,0.24111,0.07821
213799970,123.05,2568.78,0.22295,0.10137
207946069,123.05,2873.27,0.18019,0.13752
88588927,123.05,2316.43,0.25024,0.07307
251330683,123.05,2406.4,0.30603,0.08296
173050161,129.2,2289.12,0.21866,0.07122
5902967,123.05,2255.31,0.12818,0.07836
78071416,123.05,2166.26,0.28829,0.068
39885611,123.05,3141.31,0.23068,0.12036
209001344,123.05,3296.99,0.24619,0.15027
244140214,123.05,2729.35,0.21553,0.1048
56832608,123.05,2800.33,0.27392,0.08346
29760803,117.45,2262.23,0.21915,0.09039
169434884,117.45,1718.44,0.30095,0.0525
155691830,123.05,2066.13,0.24879,0.05977
250695392,117.45,2108.3,0.19058,0.07061
96648269,123.05,2980.2,0.2396,0.11755
86369487,123.05,2646.68,0.33244,0.12025
46389726,123.05,2342.92,0.24203,0.08338
123438260,129.2,2508.56,0.29348,0.09291
188144654,161.5,1675.99,0.26691,0.04982
250960487,123.05,1964.2,0.20671,0.07357
216735108,129.2,1987.56,0.27655,0.04968
160888385,123.05,2143.46,0.21024,0.08988
261909437,123.05,2381.95,0.22924,0.08886
230267561,123.05,2307.62,0.26098,0.09251
143164475,112.35,3032.67,0.16073,0.10759
190119567,123.05,2595.68,0.22344,0.10105
74813681,123.05,2820.71,0.27903,0.1163
109902285,123.05,2378.81,0.32058,0.09801
18171252,123.05,3057.32,0.22902,0.13024
124237586,117.45,2321.72,0.21367,0.08682
157914929,117.45,2013.52,0.20345,0.06725
201470576,123.05,2212.65,0.20834,0.07972
63217671,123.05,2078.1,0.18671,0.07915
83864920,123.05,2263.68,0.22207,0.0814
240332210,112.35,2177.0,0.19762,0.06585
189159697,117.45,2348.75,0.17303,0.10522
133490340,123.05,2547.1,0.22972,0.09393
196048470,129.2,2443.04,0.25019,0.08638
20062329,117.45,2275.48,0.28375,0.08231
22598838,129.2,2512.01,0.20149,0.08965
68769395,123.05,1678.34,0.13806,0.06185
212894618,123.05,2284.43,0.21585,0.08516
230399418,117.45,2195.55,0.28124,0.06675
128372129,123.05,1953.21,0.34539,0.05641
54391115,117.45,2301.21,0.16772,0.09479
47102603,99.38,3240.68,0.18094,0.1316
221723883,123.05,2515.31,0.18027,0.0899
162923416,123.05,1875.32,0.23884,0.05997
136144090,123.05,2818.36,0.23248,0.10781
52067640,123.05,2568.74,0.16918,0.13265
53517873,117.45,2870.82,0.27942,0.07747
195874776,123.05,2512.14,0.32527,0.06538
104805560,117.45,3019.93,0.20379,0.12376
257657728,123.05,2091.93,0.23163,0.07631
133012178,123.05,2626.15,0.25003,0.10627
240338456,123.05,2330.88,0.266,0.08078
60720536,129.2,1673.23,0.19564,0.0608
239220700,123.05,1832.02,0.31488,0.04408
244173325,123.05,1751.51,0.1734,0.05008
190210466,123.05,2554.79,0.18378,0.11735
107499188,95.7,2743.4,0.15366,0.12826
195211535,129.2,2202.96,0.28488,0.07882
121480716,123.05,2978.48,0.26567,0.12067
240721763,161.5,1908.32,0.35923,0.05313
198458033,129.2,2734.13,0.25896,0.13102
182885799,117.45,1946.08,0.25493,0.05755
187647901,123.05,1866.3,0.25897,0.07154
250183478,123.05,2438.31,0.14575,0.11763
229340932,117.45,2329.76,0.24517,0.07701
42141415,117.45,2074.45,0.19979,0.08943
69211201,123.05,1888.38,0.22688,0.06501
267143357,117.45,2623.66,0.25093,0.08494
47185084,123.05,2768.65,0.2945,0.14755
92615271,117.45,2369.04,0.21405,0.09628
188176610,123.05,3008.02,0.26033,0.10649
205118082,117.45,2523.34,0.15997,0.09162
73616188,107.67,2067.19,0.15583,0.0515
80740175,123.05,1157.9,0.18822,0.03215
75125177,123.05,1271.26,0.24518,0.04754
231889328,123.05,2915.0,0.31997,0.11965
156453739,123.05,1921.86,0.27863,0.08218
218622265,123.05,2556.97,0.29683,0.09486
14322201,123.05,1512.51,0.2147,0.05724
460670,83.35,2223.11,0.23595,0.08722
196160536,112.35,1727.71,0.23623,0.07185
65742104,117.45,2266.96,0.13374,0.08314
91140729,123.05,2359.34,0.22669,0.083
150822548,123.05,2427.41,0.2666,0.0644
3795983,123.05,2339.46,0.25496,0.07564
78296739,117.45,2313.34,0.24019,0.11204
101191170,107.67,2387.18,0.3092,0.07765
15810208,117.45,2866.89,0.36702,0.08464
46120130,129.2,3239.89,0.25885,0.12344
136168023,123.05,2318.04,0.20603,0.09239
117333681,117.45,2381.77,0.19457,0.08858
93350976,117.45,1556.3,0.23225,0.05405
184485899,123.05,2315.69,0.19834,0.08846
218281431,123.05,1730.75,0.17886,0.04604
156801708,123.05,2245.15,0.24423,0.06482
2503670,117.45,1844.93,0.16883,0.06845
199054687,117.45,2726.61,0.13371,0.13356
70326192,123.05,2186.87,0.22278,0.05668
203231355,123.05,1948.26,0.19837,0.05837
140690510,123.05,3817.41,0.20157,0.17272
133735396,129.2,2876.31,0.20296,0.11401
40288673,123.05,2882.51,0.18797,0.13142
168594406,123.05,2143.38,0.21144,0.08599
72719767,117.45,1651.35,0.2516,0.06191
44267204,92.29,2630.07,0.21756,0.10473
34850702,117.45,1953.47,0.28186,0.05501
71434698,92.29,2026.72,0.20632,0.06695
204353697,107.67,2431.87,0.18556,0.08503
205125776,117.45,1571.52,0.23544,0.04795
114242556,123.05,1642.88,0.18123,0.05226
247424249,107.67,2417.44,0.25863,0.06622
39174912,117.45,2748.67,0.21237,0.07951
104987639,117.45,1929.31,0.24105,0.05635
193261988,117.45,2279.71,0.13584,0.08624
21689529,112.35,1608.7,0.22769,0.05275
263906631,123.05,1501.32,0.1954,0.07021
222922069,107.67,2253.55,0.15659,0.07313
189083757,117.45,1444.15,0.3147,0.05424
104093663,123.05,2551.29,0.19979,0.08629
121860780,123.05,1593.72,0.22894,0.05537
249421267,112.35,2103.29,0.24385,0.06679
195662692,123.05,2063.74,0.26126,0.06603
77485440,123.05,1600.69,0.18358,0.06637
158084342,123.05,2325.95,0.24014,0.11091
243757096,117.45,2020.46,0.24175,0.06683
6108062,117.45,1884.48,0.28554,0.06157
11289717,117.45,2036.46,0.1822,0.07817
224202449,129.2,1481.7,0.27352,0.04217
38657328,123.05,2329.33,0.29452,0.07369
174852176,123.05,2074.83,0.29064,0.07591
105395224,161.5,2872.43,0.20596,0.10317
117059547,123.05,2159.11,0.25544,0.07423
7107038,117.45,2060.97,0.28401,0.06914
206085055,123.05,1647.81,0.20759,0.05397
71550410,123.05,2315.39,0.32609,0.08181
16623275,143.55,2146.46,0.20855,0.07198
78445011,123.05,2655.75,0.20215,0.1228
57307831,117.45,1427.14,0.17927,0.05964
3545257,117.45,1633.6,0.27795,0.06205
214054328,117.45,2142.78,0.22756,0.09189
29171273,117.45,2045.93,0.23239,0.06486
13131936,123.05,2362.11,0.25535,0.07405
140084663,123.05,2552.07,0.27591,0.09707
191075734,123.05,2060.36,0.33983,0.06983
37956990,123.05,1601.45,0.28545,0.04864
267282143,136.0,2858.9,0.35431,0.10239
186017491,107.67,2354.37,0.24278,0.06894
6106746,123.05,2852.49,0.20617,0.12578
79553881,117.45,2694.39,0.22575,0.09997
63524419,123.05,2586.92,0.23027,0.09411
248141867,123.05,2149.54,0.31331,0.05815
180084193,123.05,1801.38,0.25554,0.05155
100071038,123.05,2487.93,0.21674,0.08157
145899402,123.05,2417.77,0.26024,0.09377
125077975,123.05,2582.13,0.23219,0.13012
20715789,129.2,2642.7,0.17216,0.08643
73109507,129.2,2517.77,0.21124,0.09855
208338993,129.2,1752.36,0.29558,0.05161
159887150,117.45,1625.78,0.14851,0.06151
120840157,123.05,1892.49,0.32199,0.04283
188863946,123.05,2194.61,0.26776,0.07476
240919439,123.05,2114.33,0.16106,0.08318
253294701,123.05,2267.15,0.24607,0.08374
156514487,92.29,1703.86,0.16226,0.05838
44399372,123.05,2894.21,0.22939,0.10926
207902278,83.35,2486.78,0.30677,0.06717
76256980,86.13,2119.61,0.25315,0.05711
74025412,123.05,2802.42,0.19976,0.11257
58697032,129.2,2479.88,0.29749,0.07961
33114,112.35,1791.88,0.43578,0.03701
124450588,117.45,2138.49,0.29148,0.04936
236927162,123.05,2162.03,0.3347,0.0508
246100369,123.05,2554.78,0.2108,0.11711
149081173,129.2,2300.9,0.24051,0.08401
69783516,112.35,2271.49,0.24489,0.07813
129325002,123.05,1270.61,0.28051,0.02176
59476437,117.45,2104.9,0.22226,0.06345
180113758,123.05,2714.33,0.27897,0.11866
170058047,117.45,1203.47,0.16327,0.06886
67839456,123.05,1994.12,0.304,0.07219
88456433,129.2,2259.39,0.17625,0.08669
49942035,123.05,2487.69,0.28418,0.07931
91309838,117.45,2639.86,0.23367,0.1103
63472487,123.05,2415.04,0.24521,0.10638
118383165,123.05,2028.98,0.23854,0.06834
16475663,117.45,1757.27,0.19681,0.08057
108180914,123.05,2425.88,0.20435,0.09869
65670946,129.2,1868.73,0.19252,0.07492
230156345,123.05,1998.01,0.24455,0.08574
84765165,123.05,1804.72,0.345,0.04231
127946057,123.05,2443.97,0.24304,0.08252
188788351,123.05,1463.57,0.21112,0.05352
239412741,129.2,2006.72,0.17903,0.07928
